experiment_id,family,job_id,pairing_id,run_type,victim_run_id,victim_seed,attacker_id,source_class,source_class_name,target_index,target_true_class,target_true_class_name,target_adv_class,target_adv_class_name,predicted_class,predicted_class_name,success,adv_confidence,true_confidence,target_loss,clean_accuracy,brew_artifact_path,brew_job_id,brew_loss,source_target_distance,source_target_rank,condition,distance_bucket,symmetric,pair_distance_rank,pair_distance_rank_fraction,source_source_distance,overlap_policy,overlap_seed,overlap_total,overlaps_lost_by_attacker
c1_experiment,C1,dual_fixed_dog_vs_deer_rep2,fixed_dog_vs_deer_rep2,dual,0,0,src5_sel2_to0,5,dog,5047,5,dog,0,airplane,0,airplane,1,0.9103238582611084,0.08949064463376999,0.09395484626293182,0.9177835567113423,artifacts/c1/c1_experiment/brews/brew_src5_sel2_to0.pt,brew_src5_sel2_to0,0.17043930292129517,0.6689342260360718,8,fixed_dog_vs_deer,fixed_source_sweep,,,,0.5543463230133057,assign_one_owner,1,52,22
c1_experiment,C1,dual_fixed_dog_vs_deer_rep2,fixed_dog_vs_deer_rep2,dual,0,0,src4_sel3_to0,4,deer,2218,4,deer,0,airplane,0,airplane,1,0.8970029354095459,0.10299279540777206,0.10869617015123367,0.9177835567113423,artifacts/c1/c1_experiment/brews/brew_src4_sel3_to0.pt,brew_src4_sel3_to0,0.20934414863586426,0.6046143770217896,5,fixed_dog_vs_deer,fixed_source_sweep,,,,0.5543463230133057,assign_one_owner,1,52,30
c1_experiment,C1,dual_fixed_dog_vs_deer_rep2,fixed_dog_vs_deer_rep2,dual,1,1,src5_sel2_to0,5,dog,5047,5,dog,0,airplane,0,airplane,1,0.9975572824478149,0.002365665975958109,0.002445684978738427,0.9234846969393878,artifacts/c1/c1_experiment/brews/brew_src5_sel2_to0.pt,brew_src5_sel2_to0,0.17043930292129517,0.6689342260360718,8,fixed_dog_vs_deer,fixed_source_sweep,,,,0.5543463230133057,assign_one_owner,1,52,22
c1_experiment,C1,dual_fixed_dog_vs_deer_rep2,fixed_dog_vs_deer_rep2,dual,1,1,src4_sel3_to0,4,deer,2218,4,deer,0,airplane,0,airplane,1,0.9886893630027771,0.011291347444057465,0.011375096626579762,0.9234846969393878,artifacts/c1/c1_experiment/brews/brew_src4_sel3_to0.pt,brew_src4_sel3_to0,0.20934414863586426,0.6046143770217896,5,fixed_dog_vs_deer,fixed_source_sweep,,,,0.5543463230133057,assign_one_owner,1,52,30
c1_experiment,C1,dual_fixed_dog_vs_deer_rep2,fixed_dog_vs_deer_rep2,dual,2,2,src5_sel2_to0,5,dog,5047,5,dog,0,airplane,0,airplane,1,0.985112726688385,0.014448415488004684,0.014999227598309517,0.9192838567713543,artifacts/c1/c1_experiment/brews/brew_src5_sel2_to0.pt,brew_src5_sel2_to0,0.17043930292129517,0.6689342260360718,8,fixed_dog_vs_deer,fixed_source_sweep,,,,0.5543463230133057,assign_one_owner,1,52,22
c1_experiment,C1,dual_fixed_dog_vs_deer_rep2,fixed_dog_vs_deer_rep2,dual,2,2,src4_sel3_to0,4,deer,2218,4,deer,0,airplane,0,airplane,1,0.9985200762748718,0.001476938254199922,0.0014810318825766444,0.9192838567713543,artifacts/c1/c1_experiment/brews/brew_src4_sel3_to0.pt,brew_src4_sel3_to0,0.20934414863586426,0.6046143770217896,5,fixed_dog_vs_deer,fixed_source_sweep,,,,0.5543463230133057,assign_one_owner,1,52,30
c1_experiment,C1,dual_fixed_dog_vs_deer_rep2,fixed_dog_vs_deer_rep2,dual,3,3,src5_sel2_to0,5,dog,5047,5,dog,0,airplane,0,airplane,1,0.9995729327201843,0.0004184037970844656,0.00042715485324151814,0.9205841168233647,artifacts/c1/c1_experiment/brews/brew_src5_sel2_to0.pt,brew_src5_sel2_to0,0.17043930292129517,0.6689342260360718,8,fixed_dog_vs_deer,fixed_source_sweep,,,,0.5543463230133057,assign_one_owner,1,52,22
c1_experiment,C1,dual_fixed_dog_vs_deer_rep2,fixed_dog_vs_deer_rep2,dual,3,3,src4_sel3_to0,4,deer,2218,4,deer,0,airplane,0,airplane,1,0.9936475157737732,0.006338813807815313,0.006372726056724787,0.9205841168233647,artifacts/c1/c1_experiment/brews/brew_src4_sel3_to0.pt,brew_src4_sel3_to0,0.20934414863586426,0.6046143770217896,5,fixed_dog_vs_deer,fixed_source_sweep,,,,0.5543463230133057,assign_one_owner,1,52,30
c1_experiment,C1,dual_fixed_dog_vs_deer_rep2,fixed_dog_vs_deer_rep2,dual,4,4,src5_sel2_to0,5,dog,5047,5,dog,0,airplane,5,dog,0,0.2523171901702881,0.7470466494560242,1.377068281173706,0.9222844568913783,artifacts/c1/c1_experiment/brews/brew_src5_sel2_to0.pt,brew_src5_sel2_to0,0.17043930292129517,0.6689342260360718,8,fixed_dog_vs_deer,fixed_source_sweep,,,,0.5543463230133057,assign_one_owner,1,52,22
c1_experiment,C1,dual_fixed_dog_vs_deer_rep2,fixed_dog_vs_deer_rep2,dual,4,4,src4_sel3_to0,4,deer,2218,4,deer,0,airplane,0,airplane,1,0.7676391005516052,0.2323085218667984,0.2644355893135071,0.9222844568913783,artifacts/c1/c1_experiment/brews/brew_src4_sel3_to0.pt,brew_src4_sel3_to0,0.20934414863586426,0.6046143770217896,5,fixed_dog_vs_deer,fixed_source_sweep,,,,0.5543463230133057,assign_one_owner,1,52,30
