experiment_id,family,eps,budget,job_id,pairing_id,run_type,victim_run_id,victim_seed,attacker_id,source_class,source_class_name,target_index,target_true_class,target_true_class_name,target_adv_class,target_adv_class_name,predicted_class,predicted_class_name,success,adv_confidence,true_confidence,target_loss,clean_accuracy,brew_artifact_path,brew_job_id,brew_loss,source_target_distance,source_target_rank,condition,distance_bucket,symmetric,pair_distance_rank,pair_distance_rank_fraction,source_source_distance,source_pair_label,source_stratum,source_source_rank,motif_label,motif_rank,alignment_type,S,T,G,a_self,b_self,a_cross,b_cross,target_target_distance,cross_alignment_gap,overlap_policy,merge_rule,overlap_seed,overlap_percentage,overlap_fraction,overlap_target_count,overlap_total,effective_unique_poison_count,overlaps_lost_by_attacker
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,0,0,src6_sel6_to0,6,frog,4767,6,frog,0,airplane,6,frog,0,0.0010693375952541828,0.9988644123077393,6.8407158851623535,0.9175835167033407,artifacts/c1/c1_layered_experiment/brews/brew_src6_sel6_to0.pt,brew_src6_sel6_to0,0.2878163456916809,0.681496262550354,9,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,27
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,0,0,src8_sel6_to0,8,ship,7525,8,ship,0,airplane,8,ship,0,0.1459888070821762,0.8442253470420837,1.9242253303527832,0.9175835167033407,artifacts/c1/c1_layered_experiment/brews/brew_src8_sel6_to0.pt,brew_src8_sel6_to0,0.22264313697814941,0.507644772529602,2,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,17
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,1,1,src6_sel6_to0,6,frog,4767,6,frog,0,airplane,6,frog,0,0.0007406029617413878,0.9992079138755798,7.208045959472656,0.9182836567313463,artifacts/c1/c1_layered_experiment/brews/brew_src6_sel6_to0.pt,brew_src6_sel6_to0,0.2878163456916809,0.681496262550354,9,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,27
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,1,1,src8_sel6_to0,8,ship,7525,8,ship,0,airplane,8,ship,0,0.008264110423624516,0.9916843175888062,4.795833110809326,0.9182836567313463,artifacts/c1/c1_layered_experiment/brews/brew_src8_sel6_to0.pt,brew_src8_sel6_to0,0.22264313697814941,0.507644772529602,2,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,17
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,2,2,src6_sel6_to0,6,frog,4767,6,frog,0,airplane,6,frog,0,0.005491693504154682,0.9942930936813354,5.204518795013428,0.9165833166633327,artifacts/c1/c1_layered_experiment/brews/brew_src6_sel6_to0.pt,brew_src6_sel6_to0,0.2878163456916809,0.681496262550354,9,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,27
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,2,2,src8_sel6_to0,8,ship,7525,8,ship,0,airplane,8,ship,0,0.40166252851486206,0.5970812439918518,0.9121431112289429,0.9165833166633327,artifacts/c1/c1_layered_experiment/brews/brew_src8_sel6_to0.pt,brew_src8_sel6_to0,0.22264313697814941,0.507644772529602,2,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,17
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,3,3,src6_sel6_to0,6,frog,4767,6,frog,0,airplane,6,frog,0,0.001519778510555625,0.998441755771637,6.489190578460693,0.9177835567113423,artifacts/c1/c1_layered_experiment/brews/brew_src6_sel6_to0.pt,brew_src6_sel6_to0,0.2878163456916809,0.681496262550354,9,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,27
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,3,3,src8_sel6_to0,8,ship,7525,8,ship,0,airplane,8,ship,0,0.28743982315063477,0.7118303179740906,1.246741771697998,0.9177835567113423,artifacts/c1/c1_layered_experiment/brews/brew_src8_sel6_to0.pt,brew_src8_sel6_to0,0.22264313697814941,0.507644772529602,2,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,17
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,4,4,src6_sel6_to0,6,frog,4767,6,frog,0,airplane,6,frog,0,0.07603564113378525,0.9229652881622314,2.5765531063079834,0.9220844168833767,artifacts/c1/c1_layered_experiment/brews/brew_src6_sel6_to0.pt,brew_src6_sel6_to0,0.2878163456916809,0.681496262550354,9,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,27
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,4,4,src8_sel6_to0,8,ship,7525,8,ship,0,airplane,8,ship,0,0.06651083379983902,0.9330004453659058,2.710390329360962,0.9220844168833767,artifacts/c1/c1_layered_experiment/brews/brew_src8_sel6_to0.pt,brew_src8_sel6_to0,0.22264313697814941,0.507644772529602,2,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,17
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,5,5,src6_sel6_to0,6,frog,4767,6,frog,0,airplane,6,frog,0,0.010147646069526672,0.9896878600120544,4.590513229370117,0.9216843368673735,artifacts/c1/c1_layered_experiment/brews/brew_src6_sel6_to0.pt,brew_src6_sel6_to0,0.2878163456916809,0.681496262550354,9,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,27
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,5,5,src8_sel6_to0,8,ship,7525,8,ship,0,airplane,8,ship,0,0.0017071223119273782,0.9982354640960693,6.372946262359619,0.9216843368673735,artifacts/c1/c1_layered_experiment/brews/brew_src8_sel6_to0.pt,brew_src8_sel6_to0,0.22264313697814941,0.507644772529602,2,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,17
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,6,6,src6_sel6_to0,6,frog,4767,6,frog,0,airplane,6,frog,0,0.014097592793405056,0.9854117035865784,4.261751174926758,0.9238847769553911,artifacts/c1/c1_layered_experiment/brews/brew_src6_sel6_to0.pt,brew_src6_sel6_to0,0.2878163456916809,0.681496262550354,9,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,27
c1_layered_experiment,C1,8,0.01,dual_airplane__frog_vs_ship_rep7,airplane__frog_vs_ship_rep7,dual,6,6,src8_sel6_to0,8,ship,7525,8,ship,0,airplane,8,ship,0,0.009509039111435413,0.990402102470398,4.65551233291626,0.9238847769553911,artifacts/c1/c1_layered_experiment/brews/brew_src8_sel6_to0.pt,brew_src8_sel6_to0,0.22264313697814941,0.507644772529602,2,airplane__frog_vs_ship,layered_anchor_partner_sweep,,,,0.6644395589828491,,,,,,,,,,,,,,,,assign_one_owner,assign_one_owner,6,,,,44,956,17
